                  下月连续 (IFL1)
 
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA30  	   MA.MA60  	   MA.MA120 	   MA.MA250 	 
 05/13-14:26	2519.400	2519.600	2517.000	2517.200	            604	   2516.667	   2513.333	   2516.767	   2521.296	
 05/13-14:27	2517.200	2518.000	2517.000	2517.600	            424	   2516.800	   2513.467	   2516.700	   2521.264	
 05/13-14:28	2517.600	2517.800	2513.600	2514.200	           1119	   2516.933	   2513.600	   2516.633	   2521.232	
 05/13-14:29	2514.200	2515.200	2513.800	2514.800	            560	   2516.933	   2513.667	   2516.567	   2521.200	
 05/13-14:30	2515.000	2515.000	2514.000	2514.400	            457	   2516.933	   2513.800	   2516.467	   2521.152	
 05/13-14:31	2514.600	2514.800	2513.200	2513.800	            857	   2516.933	   2514.000	   2516.400	   2521.120	
 05/13-14:32	2513.800	2513.800	2512.200	2513.400	            618	   2516.800	   2514.133	   2516.267	   2521.072	
 05/13-14:33	2513.400	2513.400	2512.000	2512.200	            571	   2516.800	   2514.200	   2516.167	   2521.024	
 05/13-14:34	2512.200	2512.200	2509.600	2510.200	           1437	   2516.800	   2514.333	   2516.067	   2520.976	
 05/13-14:35	2510.200	2510.200	2507.600	2507.600	           1467	   2516.400	   2514.267	   2515.933	   2520.912	
 05/13-14:36	2507.800	2509.400	2506.600	2508.600	           1375	   2516.133	   2514.267	   2515.767	   2520.848	
 05/13-14:37	2508.800	2509.000	2507.200	2508.600	           1059	   2515.867	   2514.267	   2515.633	   2520.784	
 05/13-14:38	2508.600	2511.000	2507.800	2510.200	           1156	   2515.467	   2514.200	   2515.467	   2520.720	
 05/13-14:39	2510.600	2510.800	2509.600	2510.800	            923	   2515.333	   2514.267	   2515.333	   2520.672	
 05/13-14:40	2510.800	2511.000	2509.600	2510.200	            311	   2515.200	   2514.267	   2515.233	   2520.608	
 05/13-14:41	2510.000	2511.200	2509.200	2510.800	            581	   2514.933	   2514.267	   2515.100	   2520.544	
 05/13-14:42	2510.800	2512.200	2510.600	2511.400	            870	   2514.667	   2514.200	   2515.000	   2520.464	
 05/13-14:43	2511.600	2512.000	2510.800	2512.000	            353	   2514.400	   2514.267	   2514.900	   2520.400	
 05/13-14:44	2512.000	2512.800	2511.400	2512.600	            549	   2514.267	   2514.267	   2514.833	   2520.336	
 05/13-14:45	2512.600	2514.200	2512.600	2514.000	            809	   2514.133	   2514.333	   2514.767	   2520.272	
 05/13-14:46	2514.400	2515.200	2513.400	2514.800	            872	   2514.133	   2514.400	   2514.733	   2520.224	
 05/13-14:47	2514.800	2515.000	2514.000	2514.000	            622	   2513.867	   2514.400	   2514.633	   2520.144	
 05/13-14:48	2513.800	2514.000	2512.400	2513.000	            814	   2513.600	   2514.467	   2514.567	   2520.064	
 05/13-14:49	2513.000	2514.000	2513.000	2513.200	            236	   2513.600	   2514.533	   2514.533	   2520.000	
 05/13-14:50	2513.200	2514.200	2513.000	2514.000	            353	   2513.467	   2514.533	   2514.467	   2519.920	
 05/13-14:51	2514.000	2514.200	2513.000	2513.600	            296	   2513.333	   2514.600	   2514.433	   2519.856	
 05/13-14:52	2513.200	2516.400	2513.200	2516.000	            841	   2513.333	   2514.667	   2514.367	   2519.792	
 05/13-14:53	2516.000	2516.600	2515.000	2515.200	            444	   2513.200	   2514.733	   2514.300	   2519.712	
 05/13-14:54	2515.400	2516.000	2514.200	2514.400	            329	   2513.067	   2514.800	   2514.233	   2519.648	
 05/13-14:55	2514.200	2514.800	2514.000	2514.600	            163	   2512.933	   2514.800	   2514.200	   2519.568	
 05/13-14:56	2514.600	2515.400	2514.400	2514.800	            421	   2512.800	   2514.733	   2514.133	   2519.504	
 05/13-14:57	2514.800	2516.000	2514.800	2515.800	            503	   2512.800	   2514.800	   2514.133	   2519.440	
 05/13-14:58	2515.800	2516.000	2515.200	2515.200	            310	   2512.800	   2514.867	   2514.100	   2519.392	
 05/13-14:59	2515.200	2515.600	2514.800	2515.600	            274	   2512.800	   2514.867	   2514.100	   2519.344	
 05/13-15:00	2515.600	2515.800	2512.600	2513.200	            820	   2512.800	   2514.867	   2514.033	   2519.264	
 05/13-15:01	2513.400	2513.400	2510.000	2511.200	           1328	   2512.667	   2514.800	   2514.000	   2519.200	
 05/13-15:02	2511.200	2511.200	2510.000	2510.200	            558	   2512.667	   2514.733	   2513.933	   2519.136	
 05/13-15:03	2510.200	2511.000	2509.800	2510.800	            587	   2512.533	   2514.667	   2513.867	   2519.024	
 05/13-15:04	2511.000	2511.200	2510.400	2510.800	            289	   2512.533	   2514.667	   2513.800	   2518.944	
 05/13-15:05	2510.800	2511.800	2510.400	2511.600	            426	   2512.667	   2514.533	   2513.767	   2518.864	
 05/13-15:06	2511.600	2512.400	2511.600	2512.000	            416	   2512.800	   2514.467	   2513.700	   2518.768	
 05/13-15:07	2512.000	2512.600	2511.800	2512.000	            287	   2512.933	   2514.400	   2513.633	   2518.672	
 05/13-15:08	2512.000	2512.800	2511.000	2511.200	            289	   2513.067	   2514.267	   2513.567	   2518.576	
 05/13-15:09	2511.200	2511.800	2511.000	2511.800	            319	   2513.067	   2514.200	   2513.500	   2518.496	
 05/13-15:10	2511.400	2512.000	2511.400	2511.800	            312	   2513.067	   2514.133	   2513.467	   2518.400	
 05/13-15:11	2511.800	2512.000	2510.000	2510.200	            481	   2513.067	   2514.000	   2513.367	   2518.288	
 05/13-15:12	2510.000	2510.400	2509.800	2510.200	            514	   2513.067	   2513.867	   2513.333	   2518.192	
 05/13-15:13	2510.200	2510.400	2509.200	2509.400	            473	   2512.933	   2513.667	   2513.233	   2518.064	
 05/13-15:14	2509.600	2509.800	2508.800	2509.200	            669	   2512.800	   2513.533	   2513.133	   2517.952	
 05/13-15:15	2509.000	2509.600	2507.400	2507.400	            956	   2512.533	   2513.333	   2513.033	   2517.840	
 05/14-09:16	2510.000	2511.800	2507.800	2510.400	           1612	   2512.400	   2513.267	   2512.967	   2517.760	
 05/14-09:17	2510.600	2513.600	2510.600	2513.400	           1320	   2512.400	   2513.133	   2512.900	   2517.696	
 05/14-09:18	2513.200	2514.000	2512.200	2513.800	           1171	   2512.533	   2513.067	   2512.900	   2517.648	
 05/14-09:19	2513.600	2514.000	2512.400	2514.000	            818	   2512.400	   2513.000	   2512.833	   2517.600	
 05/14-09:20	2514.000	2514.200	2512.400	2513.400	            566	   2512.400	   2512.933	   2512.767	   2517.552	
 05/14-09:21	2513.600	2513.800	2512.600	2512.800	            636	   2512.400	   2512.867	   2512.733	   2517.504	
 05/14-09:22	2513.000	2514.200	2512.600	2513.200	            814	   2512.267	   2512.800	   2512.767	   2517.456	
 05/14-09:23	2513.400	2513.400	2510.200	2510.200	            925	   2512.133	   2512.667	   2512.767	   2517.376	
 05/14-09:24	2510.200	2511.800	2510.200	2511.200	            720	   2512.000	   2512.533	   2512.800	   2517.328	
 05/14-09:25	2511.400	2511.400	2509.800	2510.600	            656	   2511.867	   2512.400	   2512.833	   2517.264	
 05/14-09:26	2510.600	2511.800	2509.000	2509.200	            562	   2511.733	   2512.267	   2512.800	   2517.200	
 05/14-09:27	2509.000	2509.000	2502.200	2504.800	           2946	   2511.333	   2512.067	   2512.767	   2517.104	
 05/14-09:28	2505.000	2510.800	2504.600	2510.600	           1637	   2511.200	   2512.000	   2512.800	   2517.040	
 05/14-09:29	2511.000	2514.800	2510.800	2514.800	           2684	   2511.200	   2512.000	   2512.833	   2516.992	
 05/14-09:30	2514.800	2515.000	2512.800	2514.400	           1508	   2511.200	   2512.000	   2512.900	   2516.944	
 05/14-09:31	2514.400	2515.200	2513.000	2515.000	           1503	   2511.333	   2512.000	   2513.000	   2516.896	
 05/14-09:32	2514.600	2515.600	2513.000	2513.000	           1202	   2511.333	   2512.000	   2513.067	   2516.848	
 05/14-09:33	2513.000	2513.000	2510.800	2511.600	           1302	   2511.467	   2512.000	   2513.100	   2516.800	
 05/14-09:34	2511.600	2512.200	2510.000	2511.000	           1080	   2511.467	   2512.000	   2513.167	   2516.768	
 05/14-09:35	2510.800	2513.200	2509.200	2510.600	           1110	   2511.467	   2512.067	   2513.167	   2516.720	
 05/14-09:36	2510.600	2510.800	2509.200	2510.000	            678	   2511.333	   2512.067	   2513.167	   2516.672	
 05/14-09:37	2510.000	2511.200	2509.000	2509.000	            939	   2511.200	   2512.067	   2513.167	   2516.624	
 05/14-09:38	2509.000	2511.200	2508.800	2509.000	            940	   2511.200	   2512.133	   2513.167	   2516.592	
 05/14-09:39	2509.000	2510.400	2507.000	2510.200	           1255	   2511.067	   2512.067	   2513.167	   2516.544	
 05/14-09:40	2510.400	2510.600	2506.400	2507.000	           1064	   2510.933	   2512.000	   2513.133	   2516.496	
 05/14-09:41	2507.000	2508.000	2506.200	2507.200	           1209	   2510.933	   2512.000	   2513.133	   2516.448	
 05/14-09:42	2507.200	2507.800	2506.400	2507.000	            917	   2510.800	   2511.933	   2513.067	   2516.384	
 05/14-09:43	2506.600	2507.000	2504.400	2505.000	           1985	   2510.667	   2511.800	   2513.033	   2516.304	
 05/14-09:44	2505.000	2507.000	2504.400	2505.000	           1153	   2510.533	   2511.667	   2512.967	   2516.224	
 05/14-09:45	2504.600	2505.800	2500.600	2501.200	           3298	   2510.267	   2511.400	   2512.867	   2516.128	
 05/14-09:46	2501.200	2504.000	2501.000	2503.000	           1813	   2510.000	   2511.200	   2512.800	   2516.064	
 05/14-09:47	2503.000	2504.800	2502.400	2504.200	           1034	   2509.733	   2511.067	   2512.733	   2515.984	
 05/14-09:48	2504.000	2504.600	2503.200	2503.600	           1203	   2509.333	   2510.933	   2512.700	   2515.904	
 05/14-09:49	2503.600	2503.800	2499.200	2501.400	           2339	   2508.933	   2510.667	   2512.600	   2515.792	
 05/14-09:50	2501.400	2502.000	2496.400	2498.000	           3103	   2508.533	   2510.467	   2512.500	   2515.696	
 05/14-09:51	2497.400	2498.800	2493.000	2494.200	           3276	   2507.733	   2510.067	   2512.333	   2515.568	
 05/14-09:52	2494.200	2494.200	2487.600	2491.000	           4424	   2507.067	   2509.667	   2512.167	   2515.424	
 05/14-09:53	2491.400	2492.200	2489.000	2489.600	           2348	   2506.533	   2509.333	   2512.033	   2515.296	
 05/14-09:54	2489.600	2491.400	2486.800	2486.800	           2159	   2505.600	   2508.800	   2511.800	   2515.136	
 05/14-09:55	2486.600	2488.200	2483.200	2486.400	           3633	   2504.800	   2508.333	   2511.567	   2514.992	
 05/14-09:56	2486.400	2490.600	2486.200	2490.200	           2028	   2504.133	   2507.933	   2511.333	   2514.864	
 05/14-09:57	2489.800	2490.400	2488.000	2488.200	           1500	   2503.600	   2507.467	   2511.133	   2514.720	
 05/14-09:58	2488.400	2489.200	2487.400	2488.600	           1155	   2502.933	   2507.067	   2510.967	   2514.592	
 05/14-09:59	2488.600	2490.400	2488.600	2490.000	           1007	   2502.000	   2506.600	   2510.733	   2514.448	
 05/14-10:00	2490.000	2491.000	2486.400	2486.600	           1360	   2501.200	   2506.200	   2510.533	   2514.288	
 05/14-10:01	2486.200	2486.200	2480.200	2480.200	           4609	   2500.000	   2505.667	   2510.233	   2514.112	
 05/14-10:02	2481.000	2483.200	2478.200	2483.200	           3634	   2499.067	   2505.200	   2509.967	   2513.952	
 05/14-10:03	2484.200	2485.400	2483.200	2485.000	           1491	   2498.133	   2504.800	   2509.733	   2513.792	
 05/14-10:04	2485.400	2489.000	2485.200	2487.200	           1640	   2497.333	   2504.400	   2509.533	   2513.648	
 05/14-10:05	2487.400	2490.800	2486.600	2488.800	           1702	   2496.533	   2504.000	   2509.267	   2513.520	
 05/14-10:06	2489.200	2490.000	2487.600	2489.000	            963	   2495.867	   2503.600	   2509.033	   2513.376	
 05/14-10:07	2488.800	2490.400	2487.400	2489.800	           1658	   2495.333	   2503.267	   2508.833	   2513.264	
 05/14-10:08	2489.800	2490.400	2488.200	2489.200	           1383	   2494.533	   2502.867	   2508.567	   2513.136	
 05/14-10:09	2489.600	2496.800	2489.200	2493.600	           3903	   2494.000	   2502.533	   2508.367	   2513.024	
 05/14-10:10	2494.000	2495.000	2493.000	2494.600	           1702	   2493.600	   2502.267	   2508.200	   2512.928	
 05/14-10:11	2494.400	2495.000	2493.200	2493.800	           2178	   2493.067	   2502.000	   2508.000	   2512.800	
 05/14-10:12	2494.000	2494.000	2491.600	2491.600	           1228	   2492.533	   2501.667	   2507.767	   2512.688	
 05/14-10:13	2492.000	2493.400	2491.600	2492.800	            586	   2492.133	   2501.400	   2507.533	   2512.592	
 05/14-10:14	2492.600	2494.000	2491.800	2492.400	            704	   2491.867	   2501.200	   2507.367	   2512.512	
 05/14-10:15	2492.200	2493.800	2490.200	2493.800	           1272	   2491.600	   2500.933	   2507.133	   2512.416	
 05/14-10:16	2493.400	2494.800	2491.000	2492.200	           1190	   2491.200	   2500.600	   2506.933	   2512.320	
 05/14-10:17	2492.000	2493.200	2491.600	2492.400	            633	   2490.800	   2500.267	   2506.700	   2512.224	
 05/14-10:18	2492.000	2492.800	2489.000	2489.600	           1621	   2490.400	   2499.867	   2506.467	   2512.112	
 05/14-10:19	2489.600	2490.400	2488.600	2489.600	            897	   2490.000	   2499.467	   2506.233	   2512.000	
 05/14-10:20	2489.200	2489.200	2486.400	2487.600	           1679	   2489.600	   2499.067	   2506.000	   2511.888	
 05/14-10:21	2487.600	2490.600	2487.000	2490.600	           1112	   2489.600	   2498.667	   2505.767	   2511.776	
 05/14-10:22	2490.400	2491.200	2489.000	2489.400	            783	   2489.467	   2498.267	   2505.533	   2511.648	
 05/14-10:23	2489.200	2491.000	2489.000	2490.400	            611	   2489.333	   2497.933	   2505.300	   2511.536	
 05/14-10:24	2490.600	2490.800	2486.600	2486.600	           1036	   2489.467	   2497.533	   2505.033	   2511.424	
 05/14-10:25	2486.800	2491.200	2486.600	2490.400	           1332	   2489.600	   2497.200	   2504.800	   2511.312	
 05/14-10:26	2490.600	2492.800	2490.200	2492.400	           1235	   2489.733	   2496.933	   2504.600	   2511.216	
 05/14-10:27	2492.800	2492.800	2490.200	2490.200	            630	   2489.733	   2496.667	   2504.367	   2511.088	
 05/14-10:28	2490.400	2490.800	2488.200	2489.800	            854	   2489.733	   2496.333	   2504.167	   2510.976	
 05/14-10:29	2489.600	2490.200	2487.400	2489.000	           1001	   2489.733	   2495.867	   2503.933	   2510.832	
 05/14-10:30	2489.000	2490.000	2488.400	2489.200	            535	   2489.733	   2495.467	   2503.733	   2510.704	
 05/14-10:31	2489.400	2492.200	2487.600	2489.400	           1596	   2490.133	   2495.067	   2503.533	   2510.576	
 05/14-10:32	2489.000	2490.800	2488.600	2490.000	            897	   2490.267	   2494.667	   2503.333	   2510.432	
 05/14-10:33	2490.000	2490.600	2485.200	2487.200	           1943	   2490.400	   2494.267	   2503.133	   2510.272	
 05/14-10:34	2487.200	2488.200	2486.000	2487.600	           1023	   2490.400	   2493.867	   2502.933	   2510.112	
 05/14-10:35	2487.400	2488.400	2486.400	2487.600	            510	   2490.400	   2493.467	   2502.767	   2509.968	
 05/14-10:36	2487.800	2487.800	2483.800	2485.000	           1701	   2490.267	   2493.067	   2502.567	   2509.792	
 05/14-10:37	2485.600	2485.600	2483.200	2484.000	           1221	   2490.000	   2492.667	   2502.367	   2509.632	
 05/14-10:38	2484.000	2487.600	2483.600	2487.000	           1343	   2490.000	   2492.267	   2502.200	   2509.488	
 05/14-10:39	2486.800	2487.600	2486.200	2486.400	            800	   2489.733	   2491.867	   2501.967	   2509.328	
 05/14-10:40	2486.200	2486.400	2483.800	2485.000	            775	   2489.467	   2491.533	   2501.767	   2509.184	
 05/14-10:41	2485.000	2487.200	2484.000	2486.800	            930	   2489.200	   2491.133	   2501.567	   2509.024	
 05/14-10:42	2486.800	2489.200	2486.800	2488.800	           1244	   2489.200	   2490.867	   2501.400	   2508.880	
 05/14-10:43	2488.800	2489.200	2486.600	2487.800	            673	   2489.067	   2490.600	   2501.200	   2508.736	
 05/14-10:44	2487.800	2489.800	2486.400	2488.400	           1320	   2488.800	   2490.333	   2501.000	   2508.592	
 05/14-10:45	2488.600	2490.600	2488.400	2490.400	           1085	   2488.667	   2490.133	   2500.767	   2508.448	
 05/14-10:46	2490.600	2491.000	2488.200	2488.600	           1396	   2488.533	   2489.867	   2500.533	   2508.288	
 05/14-10:47	2488.400	2488.800	2486.600	2487.000	            795	   2488.400	   2489.600	   2500.333	   2508.144	
 05/14-10:48	2487.200	2487.600	2484.800	2484.800	           1217	   2488.133	   2489.267	   2500.100	   2507.968	
 05/14-10:49	2485.000	2485.600	2483.200	2485.000	           1295	   2488.133	   2489.067	   2499.867	   2507.808	
 05/14-10:50	2485.000	2488.000	2485.000	2487.000	            942	   2488.000	   2488.800	   2499.633	   2507.648	
 05/14-10:51	2487.000	2488.200	2486.800	2487.400	            637	   2487.867	   2488.733	   2499.400	   2507.504	
 05/14-10:52	2487.000	2487.400	2484.200	2486.000	            882	   2487.867	   2488.667	   2499.167	   2507.360	
 05/14-10:53	2486.000	2488.600	2486.000	2487.800	           1582	   2487.867	   2488.600	   2498.967	   2507.216	
 05/14-10:54	2487.800	2488.600	2487.000	2487.400	            575	   2487.733	   2488.600	   2498.700	   2507.072	
 05/14-10:55	2487.000	2487.000	2483.600	2485.400	           1474	   2487.600	   2488.600	   2498.467	   2506.928	
 05/14-10:56	2485.200	2486.200	2484.200	2484.400	            577	   2487.333	   2488.533	   2498.233	   2506.784	
 05/14-10:57	2484.200	2485.400	2483.400	2484.200	            848	   2487.200	   2488.467	   2497.967	   2506.624	
 05/14-10:58	2484.200	2484.800	2481.800	2484.600	           1368	   2486.933	   2488.333	   2497.700	   2506.480	
 05/14-10:59	2484.600	2486.600	2484.600	2485.400	            981	   2486.800	   2488.267	   2497.433	   2506.336	
 05/14-11:00	2485.400	2486.000	2483.000	2483.000	            790	   2486.667	   2488.200	   2497.200	   2506.192	
 05/14-11:01	2483.000	2483.800	2480.200	2482.400	           2065	   2486.400	   2488.267	   2496.967	   2506.048	
 05/14-11:02	2482.400	2483.800	2481.000	2483.200	           1304	   2486.267	   2488.267	   2496.733	   2505.888	
 05/14-11:03	2483.400	2483.800	2480.400	2481.000	           1253	   2486.000	   2488.200	   2496.500	   2505.728	
 05/14-11:04	2480.600	2481.800	2479.000	2479.000	           1969	   2485.733	   2488.067	   2496.233	   2505.552	
 05/14-11:05	2479.000	2479.000	2471.800	2471.800	           5566	   2485.200	   2487.800	   2495.900	   2505.360	
 05/14-11:06	2472.000	2474.600	2470.200	2473.800	           3692	   2484.800	   2487.533	   2495.567	   2505.168	
 05/14-11:07	2474.000	2476.200	2473.000	2475.400	           1638	   2484.533	   2487.267	   2495.267	   2505.008	
 05/14-11:08	2475.200	2476.600	2474.400	2476.000	           1251	   2484.133	   2487.067	   2494.967	   2504.832	
 05/14-11:09	2475.800	2476.200	2474.400	2475.400	            615	   2483.867	   2486.800	   2494.667	   2504.672	
 05/14-11:10	2475.200	2477.600	2474.600	2476.800	           1000	   2483.467	   2486.467	   2494.367	   2504.496	
 05/14-11:11	2476.800	2477.400	2476.200	2476.800	            633	   2483.200	   2486.200	   2494.100	   2504.336	
 05/14-11:12	2476.400	2476.400	2474.800	2475.800	            668	   2482.667	   2485.933	   2493.800	   2504.160	
 05/14-11:13	2475.800	2476.800	2475.200	2476.400	            452	   2482.267	   2485.667	   2493.533	   2504.000	
 05/14-11:14	2477.000	2478.400	2476.200	2476.200	           1093	   2481.867	   2485.333	   2493.267	   2503.824	
 05/14-11:15	2476.600	2477.000	2474.800	2475.000	            984	   2481.467	   2485.067	   2493.000	   2503.664	
 05/14-11:16	2474.600	2474.600	2472.400	2472.600	           2026	   2480.933	   2484.733	   2492.667	   2503.472	
 05/14-11:17	2472.600	2474.000	2472.000	2472.400	           1338	   2480.400	   2484.400	   2492.333	   2503.280	
 05/14-11:18	2472.600	2474.400	2472.400	2473.400	           1044	   2480.133	   2484.133	   2492.000	   2503.104	
 05/14-11:19	2473.600	2475.000	2473.200	2474.000	            850	   2479.600	   2483.867	   2491.667	   2502.912	
 05/14-11:20	2473.800	2473.800	2468.000	2468.200	           2834	   2479.067	   2483.533	   2491.300	   2502.720	
 05/14-11:21	2468.200	2468.200	2465.200	2467.600	           3154	   2478.400	   2483.133	   2490.900	   2502.512	
 05/14-11:22	2467.400	2468.200	2466.600	2466.600	           1187	   2477.733	   2482.800	   2490.533	   2502.320	
 05/14-11:23	2466.800	2468.600	2466.400	2468.600	            963	   2477.067	   2482.467	   2490.200	   2502.112	
 05/14-11:24	2468.600	2469.800	2464.400	2464.400	           1934	   2476.400	   2482.067	   2489.800	   2501.888	
 05/14-11:25	2465.000	2465.000	2462.000	2464.400	           2107	   2475.600	   2481.600	   2489.400	   2501.664	
 05/14-11:26	2464.000	2464.600	2462.200	2462.400	            997	   2474.933	   2481.133	   2489.033	   2501.440	
 05/14-11:27	2462.600	2462.800	2457.400	2458.800	           3337	   2474.000	   2480.600	   2488.633	   2501.184	
 05/14-11:28	2458.400	2459.200	2455.600	2457.200	           2052	   2473.200	   2480.067	   2488.200	   2500.960	
 05/14-11:29	2457.200	2458.800	2456.800	2457.600	           1342	   2472.267	   2479.533	   2487.700	   2500.704	
 05/14-11:30	2457.400	2459.600	2456.200	2458.000	           1518	   2471.467	   2479.067	   2487.267	   2500.464	
 05/14-13:01	2458.000	2463.400	2457.800	2462.600	           2227	   2470.667	   2478.533	   2486.800	   2500.224	
 05/14-13:02	2462.600	2462.800	2461.800	2462.400	            749	   2470.000	   2478.133	   2486.400	   2500.048	
 05/14-13:03	2462.400	2463.200	2460.600	2462.600	           1247	   2469.333	   2477.667	   2485.967	   2499.856	
 05/14-13:04	2462.200	2463.400	2462.200	2463.400	            640	   2468.800	   2477.267	   2485.567	   2499.680	
 05/14-13:05	2463.200	2464.000	2462.800	2462.800	            746	   2468.533	   2476.867	   2485.167	   2499.504	
 05/14-13:06	2462.600	2463.600	2461.800	2462.400	            806	   2468.267	   2476.533	   2484.800	   2499.312	
 05/14-13:07	2462.200	2462.400	2461.600	2462.000	            739	   2467.733	   2476.133	   2484.400	   2499.120	
 05/14-13:08	2462.000	2463.000	2461.600	2462.000	            497	   2467.333	   2475.733	   2484.000	   2498.944	
 05/14-13:09	2462.200	2462.600	2460.000	2461.000	           1096	   2466.800	   2475.333	   2483.600	   2498.736	
 05/14-13:10	2461.000	2462.000	2460.400	2462.000	            722	   2466.267	   2474.867	   2483.200	   2498.560	
 05/14-13:11	2462.000	2462.800	2460.800	2461.000	            617	   2465.867	   2474.533	   2482.833	   2498.400	
 05/14-13:12	2461.000	2461.600	2460.600	2461.400	            623	   2465.333	   2474.000	   2482.433	   2498.224	
 05/14-13:13	2461.200	2462.200	2460.400	2461.400	            637	   2464.800	   2473.533	   2482.067	   2498.032	
 05/14-13:14	2461.600	2463.600	2460.400	2462.800	           1139	   2464.400	   2473.133	   2481.733	   2497.872	
 05/14-13:15	2463.000	2464.800	2462.600	2464.800	           1235	   2464.000	   2472.733	   2481.433	   2497.680	
 05/14-13:16	2464.600	2466.000	2464.200	2464.800	           1172	   2463.733	   2472.333	   2481.100	   2497.504	
 05/14-13:17	2464.600	2465.200	2464.000	2464.800	            791	   2463.600	   2472.000	   2480.800	   2497.344	
 05/14-13:18	2464.800	2467.800	2464.800	2465.200	           1397	   2463.200	   2471.667	   2480.467	   2497.152	
 05/14-13:19	2465.400	2467.000	2465.400	2467.000	            635	   2463.067	   2471.333	   2480.200	   2496.992	
 05/14-13:20	2466.800	2467.200	2464.600	2465.200	           1068	   2462.933	   2471.000	   2479.900	   2496.800	
 05/14-13:21	2464.600	2466.000	2464.000	2465.600	           1007	   2462.800	   2470.600	   2479.667	   2496.624	
 05/14-13:22	2465.800	2466.400	2465.000	2466.000	            586	   2462.800	   2470.267	   2479.467	   2496.432	
 05/14-13:23	2465.800	2468.000	2465.000	2465.200	           1211	   2462.667	   2469.867	   2479.233	   2496.256	
 05/14-13:24	2465.200	2465.800	2464.000	2464.600	            691	   2462.667	   2469.533	   2479.067	   2496.064	
 05/14-13:25	2464.800	2466.600	2464.000	2466.600	            969	   2462.800	   2469.200	   2478.900	   2495.888	
 05/14-13:26	2466.600	2466.800	2465.200	2465.200	            601	   2462.800	   2468.867	   2478.700	   2495.696	
 05/14-13:27	2465.600	2466.000	2464.400	2465.800	            599	   2463.200	   2468.600	   2478.533	   2495.520	
 05/14-13:28	2465.800	2466.800	2465.400	2465.600	            727	   2463.333	   2468.267	   2478.300	   2495.344	
 05/14-13:29	2465.600	2467.600	2465.400	2466.800	            981	   2463.733	   2468.000	   2478.133	   2495.168	
 05/14-13:30	2466.800	2466.800	2464.800	2465.600	            877	   2463.867	   2467.667	   2477.933	   2494.976	
 05/14-13:31	2465.800	2466.000	2463.200	2463.800	            989	   2464.000	   2467.333	   2477.800	   2494.784	
 05/14-13:32	2463.800	2464.400	2462.600	2462.800	           1060	   2464.000	   2467.000	   2477.633	   2494.592	
 05/14-13:33	2462.800	2464.400	2462.800	2464.200	            615	   2464.133	   2466.733	   2477.467	   2494.416	
 05/14-13:34	2464.200	2467.400	2463.600	2467.000	           1257	   2464.267	   2466.533	   2477.300	   2494.240	
 05/14-13:35	2467.000	2467.600	2466.400	2467.200	            690	   2464.267	   2466.400	   2477.100	   2494.032	
 05/14-13:36	2467.200	2467.800	2466.000	2466.200	            539	   2464.400	   2466.333	   2476.933	   2493.840	
 05/14-13:37	2466.200	2466.800	2465.000	2465.200	            883	   2464.533	   2466.133	   2476.700	   2493.648	
 05/14-13:38	2465.400	2465.600	2464.000	2464.200	            530	   2464.533	   2465.933	   2476.500	   2493.456	
 05/14-13:39	2464.400	2464.800	2463.000	2464.000	           1078	   2464.667	   2465.733	   2476.267	   2493.248	
 05/14-13:40	2463.800	2464.800	2463.600	2464.800	            316	   2464.933	   2465.600	   2476.033	   2493.072	
 05/14-13:41	2464.400	2466.000	2463.200	2463.400	            789	   2464.800	   2465.333	   2475.767	   2492.848	
 05/14-13:42	2463.400	2464.200	2463.000	2463.800	            661	   2464.933	   2465.133	   2475.533	   2492.640	
 05/14-13:43	2463.400	2466.000	2463.400	2466.000	            681	   2465.200	   2465.000	   2475.333	   2492.464	
 05/14-13:44	2465.600	2466.000	2464.800	2465.200	            452	   2465.200	   2464.800	   2475.067	   2492.272	
 05/14-13:45	2465.200	2465.400	2464.400	2465.000	            542	   2465.200	   2464.600	   2474.833	   2492.048	
 05/14-13:46	2465.400	2465.800	2463.800	2464.000	            616	   2465.200	   2464.467	   2474.600	   2491.840	
 05/14-13:47	2464.200	2465.000	2463.600	2464.600	            545	   2465.200	   2464.400	   2474.400	   2491.648	
 05/14-13:48	2464.600	2465.600	2464.600	2464.800	            361	   2465.200	   2464.200	   2474.167	   2491.424	
 05/14-13:49	2464.600	2465.800	2464.600	2465.400	            361	   2465.067	   2464.067	   2473.967	   2491.216	
 05/14-13:50	2465.400	2466.000	2465.000	2466.000	            511	   2465.200	   2464.067	   2473.800	   2491.024	
 05/14-13:51	2465.600	2469.600	2465.600	2469.000	           2560	   2465.333	   2464.067	   2473.600	   2490.832	
 05/14-13:52	2469.400	2469.600	2467.200	2467.600	           1280	   2465.333	   2464.067	   2473.433	   2490.624	
 05/14-13:53	2467.600	2468.000	2465.800	2466.000	            833	   2465.333	   2464.000	   2473.233	   2490.400	
 05/14-13:54	2466.200	2466.200	2465.600	2465.800	            570	   2465.467	   2464.067	   2473.067	   2490.208	
 05/14-13:55	2466.000	2466.600	2465.600	2466.000	            476	   2465.333	   2464.067	   2472.833	   2489.984	
 05/14-13:56	2466.200	2467.000	2465.400	2466.800	            708	   2465.467	   2464.133	   2472.633	   2489.792	
 05/14-13:57	2467.000	2468.200	2466.400	2467.600	            875	   2465.467	   2464.333	   2472.467	   2489.584	
